States/UTs,Crimes,Year,Persons_arrested_male,Persons_arrested_female,Persons_arrested_total
Chhattisgarh,Other Caste Riots,2014,667,29,696
Chhattisgarh,Agrarian,2014,38,4,42
Chhattisgarh,Students,2014,5,0,5
Chhattisgarh,Sectarian,2014,0,0,0
Chhattisgarh,Other Riots,2014,3299,277,3576
Chhattisgarh,Criminal Breach of Trust (Section 406 to 409 IPC),2014,206,2,208
Chhattisgarh,Cheating (Section 420 IPC),2014,973,48,1021
Chhattisgarh,"Forgery (Section 465, 468 & 471 IPC)",2014,72,0,72
Chhattisgarh,"Counterfeiting (Section 231-235,237-240, 242-243, 255 and 489-A to 489-E IPC)",2014,38,0,38
Chhattisgarh,"Offences related to Counterfeit Coin (Section 231-235,237, 238-240 & 242-243 IPC)",2014,0,0,0
Chhattisgarh,Counterfeiting Government Stamp (Section 255 IPC),2014,0,0,0
Chhattisgarh,Counterfeit currency & Bank notes (Section 489-A to 489-E IPC),2014,38,0,38
Chhattisgarh,Counterfeiting currency notes or Bank notes (Section 489A IPC),2014,26,0,26
Chhattisgarh,Using forged or counterfeit currency/Bank notes (Section 489B IPC),2014,12,0,12
Chhattisgarh,Possession of forged or counterfeiting currency / Bank notes (Section 489C IPC),2014,0,0,0
Chhattisgarh,Make/Possess materials for forging or counterfeiting currency/Bank notes (Section 489D IPC),2014,0,0,0
Chhattisgarh,Make/Use documents resembling currency notes/Bank notes (Section 489 E IPC),2014,0,0,0
Chhattisgarh,Arson (Section 435-436 & 438 IPC),2014,299,3,302
Chhattisgarh,"Grievous Hurt (Section 325,326,326A & 326 B IPC)",2014,5288,436,5724
Chhattisgarh,Grievous Hurt (Section 325 & 326 IPC),2014,5285,436,5721
Chhattisgarh,Acid attack (Section 326A IPC),2014,3,0,3
Chhattisgarh,Attempt to Acid Attack (Section 326B IPC),2014,0,0,0
Chhattisgarh,Dowry Deaths (Section 304-B IPC),2014,240,97,337
Chhattisgarh,Assault on women with intent to outrage her Modesty (Section 354 IPC),2014,3062,5,3067
Chhattisgarh,Sexual Harassment (Section 354A IPC),2014,696,0,696
Chhattisgarh,Assault on women with intent to Disrobe (Section 354B IPC),2014,87,2,89
Chhattisgarh,Voyeurism (Section 354C IPC),2014,13,0,13
Chhattisgarh,Stalking (Section 354D IPC),2014,192,0,192
Chhattisgarh,Others,2014,2074,3,2077
Chhattisgarh,Insult to the Modesty of Women (Section 509 IPC),2014,91,1,92
Chhattisgarh,At Office premises,2014,0,0,0
Chhattisgarh,Places related to work other than Office,2014,13,0,13
Chhattisgarh,In Public Transport system,2014,0,0,0
Chhattisgarh,In Other Places,2014,78,1,79
Chhattisgarh,Cruelty by Husband or his Relatives (Section 498-A IPC),2014,1816,715,2531
Chhattisgarh,Importation of Girls from Foreign Country (Section 366-B IPC),2014,0,0,0
Chhattisgarh,Causing Death by Negligence (Section 304-A IPC),2014,2671,6,2677
Chhattisgarh,Deaths due to negligent driving/act,2014,2307,3,2310
Chhattisgarh,Deaths due to Other Causes,2014,364,3,367
Chhattisgarh,"Offences against State (Section 121, 121A, 122, 123, 124-A IPC)",2014,7,0,7
Chhattisgarh,Sedition (Section 124A IPC),2014,1,0,1
Chhattisgarh,Other offences against State,2014,6,0,6
Chhattisgarh,Offences promoting enmity between different groups (Section 153A & 153B IPC),2014,2,0,2
Chhattisgarh,Promoting enmity on ground of religion race and place of Birth (Section 153A IPC),2014,2,0,2
Chhattisgarh,Imputation & assertions prejudicial to national integration (Section 153B IPC),2014,0,0,0
Chhattisgarh,Extortion (Section 384 - 389 IPC),2014,96,3,99
Chhattisgarh,Disclosure of Identity of Victims (Section 228 A IPC),2014,0,0,0
Chhattisgarh,Incidence of Rash Driving (Section 279 IPC Read with 337 & 338),2014,7115,35,7150
Chhattisgarh,Human Trafficking (Section 370 & 370A IPC),2014,46,33,79
Chhattisgarh,Unnatural Offences U/s 377 IPC,2014,23,0,23
Chhattisgarh,Other IPC crimes,2014,31432,2613,34045
Chhattisgarh,Total Cognizable IPC crimes,2014,70692,4678,75370
Goa,Murder (Section 302 IPC),2014,45,1,46
Goa,Attempt to commit Murder (Section 307 IPC),2014,82,4,86
Goa,Culpable Homicide not amounting to Murder (Section 304 IPC),2014,27,0,27
Goa,Attempt to commit Culpable Homicide (Section 308 IPC),2014,0,0,0
Goa,Rape (Section 376 IPC),2014,99,6,105
Goa,Custodial Rape,2014,0,0,0
Goa,Gang Rape,2014,0,0,0
Goa,Other Rape,2014,0,0,0
Goa,Rape other than Custodial,2014,99,6,105
Goa,Gang Rape,2014,5,0,5
Goa,Other Rape,2014,94,6,100
Goa,Attempt to commit Rape (Section 376/511 IPC),2014,3,0,3
Goa,"Kidnapping & Abduction_Total (Section 3,364,364A, 366-369 IPC)",2014,49,6,55
Goa,Kidnapping & Abduction (Section 363 IPC),2014,39,6,45
Goa,Kidnaping & Abduction in order to Murder (Section 364 IPC),2014,0,0,0
Goa,Kidnapping for Ransom (Section 364A IPC),2014,3,0,3
Goa,Kidnapping & Abduction of Women to compel her for marriage (Section 366 IPC),2014,0,0,0
Goa,Other Kidnapping,2014,7,0,7
Goa,"Dacoity (Section 395,396-398 IPC)",2014,33,0,33
Goa,Dacoity with Murder (Section 396 IPC),2014,0,0,0
Goa,Other Dacoity,2014,33,0,33
Goa,Making Preparation and Assembly for committing Dacoity (Section 399 & 402 IPC),2014,0,0,0
Goa,"Robbery (Section 392 to 394, 397 and 398 IPC)",2014,40,4,44
Goa,Criminal Trespass/Burglary_Total (Section 453 to 460 IPC),2014,249,23,272
Goa,"Criminal Trespass/Burglary (Section 455, 457 & 458 IPC)",2014,201,9,210
Goa,"House Trespass & House Breaking (Section 453,454,456,459 & 460 IPC)",2014,48,14,62
Goa,Theft (Section 379 to 382 IPC),2014,586,60,646
Goa,Auto Theft,2014,145,1,146
Goa,Other Thefts,2014,441,59,500
Goa,"Unlawful Assembly (Section 143,144 & 145)",2014,60,7,67
Goa,"Riots (Section 147, 148, 149, 150 & 151 IPC)",2014,472,46,518
Goa,Communal,2014,0,0,0
Goa,Industrial,2014,0,0,0
Goa,Political,2014,0,0,0
Goa,Caste Conflict,2014,0,0,0
Goa,SC/STs Vs. Non-SCs/STs,2014,0,0,0
Goa,Other Caste Riots,2014,0,0,0
Goa,Agrarian,2014,0,0,0
Goa,Students,2014,0,0,0
Goa,Sectarian,2014,0,0,0
Goa,Other Riots,2014,472,46,518
Goa,Criminal Breach of Trust (Section 406 to 409 IPC),2014,46,0,46
Goa,Cheating (Section 420 IPC),2014,141,13,154
Goa,"Forgery (Section 465, 468 & 471 IPC)",2014,3,0,3
Goa,"Counterfeiting (Section 231-235,237-240, 242-243, 255 and 489-A to 489-E IPC)",2014,4,1,5
Goa,"Offences related to Counterfeit Coin (Section 231-235,237, 238-240 & 242-243 IPC)",2014,0,0,0
Goa,Counterfeiting Government Stamp (Section 255 IPC),2014,0,0,0
Goa,Counterfeit currency & Bank notes (Section 489-A to 489-E IPC),2014,4,1,5
Goa,Counterfeiting currency notes or Bank notes (Section 489A IPC),2014,4,1,5
Goa,Using forged or counterfeit currency/Bank notes (Section 489B IPC),2014,0,0,0
Goa,Possession of forged or counterfeiting currency / Bank notes (Section 489C IPC),2014,0,0,0
Goa,Make/Possess materials for forging or counterfeiting currency/Bank notes (Section 489D IPC),2014,0,0,0
Goa,Make/Use documents resembling currency notes/Bank notes (Section 489 E IPC),2014,0,0,0
Goa,Arson (Section 435-436 & 438 IPC),2014,34,1,35
Goa,"Grievous Hurt (Section 325,326,326A & 326 B IPC)",2014,157,6,163
Goa,Grievous Hurt (Section 325 & 326 IPC),2014,157,6,163
Goa,Acid attack (Section 326A IPC),2014,0,0,0
Goa,Attempt to Acid Attack (Section 326B IPC),2014,0,0,0
Goa,Dowry Deaths (Section 304-B IPC),2014,0,0,0
Goa,Assault on women with intent to outrage her Modesty (Section 354 IPC),2014,182,6,188
Goa,Sexual Harassment (Section 354A IPC),2014,55,1,56
Goa,Assault on women with intent to Disrobe (Section 354B IPC),2014,4,0,4
Goa,Voyeurism (Section 354C IPC),2014,7,0,7
Goa,Stalking (Section 354D IPC),2014,19,0,19
Goa,Others,2014,97,5,102
Goa,Insult to the Modesty of Women (Section 509 IPC),2014,45,2,47
Goa,At Office premises,2014,1,0,1
Goa,Places related to work other than Office,2014,0,0,0
Goa,In Public Transport system,2014,0,0,0
Goa,In Other Places,2014,44,2,46
Goa,Cruelty by Husband or his Relatives (Section 498-A IPC),2014,26,12,38
Goa,Importation of Girls from Foreign Country (Section 366-B IPC),2014,0,0,0
Goa,Causing Death by Negligence (Section 304-A IPC),2014,162,3,165
Goa,Deaths due to negligent driving/act,2014,157,3,160
Goa,Deaths due to Other Causes,2014,5,0,5
Goa,"Offences against State (Section 121, 121A, 122, 123, 124-A IPC)",2014,0,0,0
Goa,Sedition (Section 124A IPC),2014,0,0,0
Goa,Other offences against State,2014,0,0,0
Goa,Offences promoting enmity between different groups (Section 153A & 153B IPC),2014,0,0,0
Goa,Promoting enmity on ground of religion race and place of Birth (Section 153A IPC),2014,0,0,0
Goa,Imputation & assertions prejudicial to national integration (Section 153B IPC),2014,0,0,0
Goa,Extortion (Section 384 - 389 IPC),2014,23,1,24
Goa,Disclosure of Identity of Victims (Section 228 A IPC),2014,0,0,0
Goa,Incidence of Rash Driving (Section 279 IPC Read with 337 & 338),2014,506,8,514
Goa,Human Trafficking (Section 370 & 370A IPC),2014,55,5,60
Goa,Unnatural Offences U/s 377 IPC,2014,0,0,0
Goa,Other IPC crimes,2014,666,47,713
Goa,Total Cognizable IPC crimes,2014,3795,262,4057
Gujarat,Murder (Section 302 IPC),2014,2306,185,2491
Gujarat,Attempt to commit Murder (Section 307 IPC),2014,2845,163,3008
Gujarat,Culpable Homicide not amounting to Murder (Section 304 IPC),2014,96,7,103
Gujarat,Attempt to commit Culpable Homicide (Section 308 IPC),2014,13,0,13
Gujarat,Rape (Section 376 IPC),2014,1133,71,1204
Gujarat,Custodial Rape,2014,0,0,0
Gujarat,Gang Rape,2014,0,0,0
Gujarat,Other Rape,2014,0,0,0
Gujarat,Rape other than Custodial,2014,1133,71,1204
Gujarat,Gang Rape,2014,66,0,66
Gujarat,Other Rape,2014,1067,71,1138
Gujarat,Attempt to commit Rape (Section 376/511 IPC),2014,7,0,7
Gujarat,"Kidnapping & Abduction_Total (Section 3,364,364A, 366-369 IPC)",2014,2879,117,2996
Gujarat,Kidnapping & Abduction (Section 363 IPC),2014,711,33,744
Gujarat,Kidnaping & Abduction in order to Murder (Section 364 IPC),2014,0,0,0
Gujarat,Kidnapping for Ransom (Section 364A IPC),2014,105,4,109
Gujarat,Kidnapping & Abduction of Women to compel her for marriage (Section 366 IPC),2014,1473,57,1530
Gujarat,Other Kidnapping,2014,590,23,613
Gujarat,"Dacoity (Section 395,396-398 IPC)",2014,1387,44,1431
Gujarat,Dacoity with Murder (Section 396 IPC),2014,0,0,0
Gujarat,Other Dacoity,2014,1387,44,1431
Gujarat,Making Preparation and Assembly for committing Dacoity (Section 399 & 402 IPC),2014,76,1,77
Gujarat,"Robbery (Section 392 to 394, 397 and 398 IPC)",2014,1789,23,1812
Gujarat,Criminal Trespass/Burglary_Total (Section 453 to 460 IPC),2014,3234,49,3283
Gujarat,"Criminal Trespass/Burglary (Section 455, 457 & 458 IPC)",2014,1255,16,1271
Gujarat,"House Trespass & House Breaking (Section 453,454,456,459 & 460 IPC)",2014,1979,33,2012
Gujarat,Theft (Section 379 to 382 IPC),2014,9957,256,10213
Gujarat,Auto Theft,2014,3815,3,3818
Gujarat,Other Thefts,2014,6142,253,6395
Gujarat,"Unlawful Assembly (Section 143,144 & 145)",2014,1474,133,1607
Gujarat,"Riots (Section 147, 148, 149, 150 & 151 IPC)",2014,9262,671,9933
Gujarat,Communal,2014,786,7,793
Gujarat,Industrial,2014,15,0,15
Gujarat,Political,2014,108,7,115
Gujarat,Caste Conflict,2014,750,71,821
Gujarat,SC/STs Vs. Non-SCs/STs,2014,232,25,257
Gujarat,Other Caste Riots,2014,518,46,564
Gujarat,Agrarian,2014,408,29,437
Gujarat,Students,2014,12,0,12
Gujarat,Sectarian,2014,19,0,19
Gujarat,Other Riots,2014,7164,557,7721
Gujarat,Criminal Breach of Trust (Section 406 to 409 IPC),2014,1645,199,1844
Gujarat,Cheating (Section 420 IPC),2014,2074,192,2266
Gujarat,"Forgery (Section 465, 468 & 471 IPC)",2014,441,12,453
Gujarat,"Counterfeiting (Section 231-235,237-240, 242-243, 255 and 489-A to 489-E IPC)",2014,57,8,65
Gujarat,"Offences related to Counterfeit Coin (Section 231-235,237, 238-240 & 242-243 IPC)",2014,4,0,4
Gujarat,Counterfeiting Government Stamp (Section 255 IPC),2014,0,0,0
Gujarat,Counterfeit currency & Bank notes (Section 489-A to 489-E IPC),2014,53,8,61
Gujarat,Counterfeiting currency notes or Bank notes (Section 489A IPC),2014,34,8,42
Gujarat,Using forged or counterfeit currency/Bank notes (Section 489B IPC),2014,3,0,3
Gujarat,Possession of forged or counterfeiting currency / Bank notes (Section 489C IPC),2014,15,0,15
Gujarat,Make/Possess materials for forging or counterfeiting currency/Bank notes (Section 489D IPC),2014,0,0,0
Gujarat,Make/Use documents resembling currency notes/Bank notes (Section 489 E IPC),2014,1,0,1
Gujarat,Arson (Section 435-436 & 438 IPC),2014,396,15,411
Gujarat,"Grievous Hurt (Section 325,326,326A & 326 B IPC)",2014,6787,437,7224
Gujarat,Grievous Hurt (Section 325 & 326 IPC),2014,6777,435,7212
Gujarat,Acid attack (Section 326A IPC),2014,7,2,9
Gujarat,Attempt to Acid Attack (Section 326B IPC),2014,3,0,3
Gujarat,Dowry Deaths (Section 304-B IPC),2014,43,16,59
Gujarat,Assault on women with intent to outrage her Modesty (Section 354 IPC),2014,1934,82,2016
Gujarat,Sexual Harassment (Section 354A IPC),2014,559,19,578
Gujarat,Assault on women with intent to Disrobe (Section 354B IPC),2014,74,4,78
Gujarat,Voyeurism (Section 354C IPC),2014,10,0,10
Gujarat,Stalking (Section 354D IPC),2014,78,4,82
Gujarat,Others,2014,1213,55,1268
Gujarat,Insult to the Modesty of Women (Section 509 IPC),2014,191,4,195
Gujarat,At Office premises,2014,1,0,1
Gujarat,Places related to work other than Office,2014,3,0,3
Gujarat,In Public Transport system,2014,0,0,0
Gujarat,In Other Places,2014,187,4,191
Gujarat,Cruelty by Husband or his Relatives (Section 498-A IPC),2014,12904,6305,19209
Gujarat,Importation of Girls from Foreign Country (Section 366-B IPC),2014,0,0,0
Gujarat,Causing Death by Negligence (Section 304-A IPC),2014,5429,17,5446
Gujarat,Deaths due to negligent driving/act,2014,5351,16,5367
Gujarat,Deaths due to Other Causes,2014,78,1,79
Gujarat,"Offences against State (Section 121, 121A, 122, 123, 124-A IPC)",2014,0,0,0
Gujarat,Sedition (Section 124A IPC),2014,0,0,0
Gujarat,Other offences against State,2014,0,0,0
Gujarat,Offences promoting enmity between different groups (Section 153A & 153B IPC),2014,22,0,22
Gujarat,Promoting enmity on ground of religion race and place of Birth (Section 153A IPC),2014,21,0,21
Gujarat,Imputation & assertions prejudicial to national integration (Section 153B IPC),2014,1,0,1
Gujarat,Extortion (Section 384 - 389 IPC),2014,354,18,372
Gujarat,Disclosure of Identity of Victims (Section 228 A IPC),2014,0,0,0
Gujarat,Incidence of Rash Driving (Section 279 IPC Read with 337 & 338),2014,28967,141,29108
Gujarat,Human Trafficking (Section 370 & 370A IPC),2014,11,0,11
Gujarat,Unnatural Offences U/s 377 IPC,2014,28,1,29
Gujarat,Other IPC crimes,2014,69053,4985,74038
Gujarat,Total Cognizable IPC crimes,2014,166794,14152,180946
Haryana,Murder (Section 302 IPC),2014,1826,104,1930
Haryana,Attempt to commit Murder (Section 307 IPC),2014,1515,35,1550
Haryana,Culpable Homicide not amounting to Murder (Section 304 IPC),2014,84,0,84
Haryana,Attempt to commit Culpable Homicide (Section 308 IPC),2014,8,0,8
Haryana,Rape (Section 376 IPC),2014,1416,40,1456
Haryana,Custodial Rape,2014,0,0,0
Haryana,Gang Rape,2014,0,0,0
Haryana,Other Rape,2014,0,0,0
Haryana,Rape other than Custodial,2014,1416,40,1456
Haryana,Gang Rape,2014,444,7,451
Haryana,Other Rape,2014,972,33,1005
Haryana,Attempt to commit Rape (Section 376/511 IPC),2014,134,5,139
Haryana,"Kidnapping & Abduction_Total (Section 3,364,364A, 366-369 IPC)",2014,1423,26,1449
Haryana,Kidnapping & Abduction (Section 363 IPC),2014,61,0,61
Haryana,Kidnaping & Abduction in order to Murder (Section 364 IPC),2014,37,3,40
Haryana,Kidnapping for Ransom (Section 364A IPC),2014,22,1,23
Haryana,Kidnapping & Abduction of Women to compel her for marriage (Section 366 IPC),2014,525,5,530
Haryana,Other Kidnapping,2014,778,17,795
Haryana,"Dacoity (Section 395,396-398 IPC)",2014,505,0,505
Haryana,Dacoity with Murder (Section 396 IPC),2014,6,0,6
Haryana,Other Dacoity,2014,499,0,499
Haryana,Making Preparation and Assembly for committing Dacoity (Section 399 & 402 IPC),2014,395,0,395
Haryana,"Robbery (Section 392 to 394, 397 and 398 IPC)",2014,1392,0,1392
Haryana,Criminal Trespass/Burglary_Total (Section 453 to 460 IPC),2014,3243,54,3297
Haryana,"Criminal Trespass/Burglary (Section 455, 457 & 458 IPC)",2014,2771,33,2804
Haryana,"House Trespass & House Breaking (Section 453,454,456,459 & 460 IPC)",2014,472,21,493
Haryana,Theft (Section 379 to 382 IPC),2014,6708,76,6784
Haryana,Auto Theft,2014,3636,0,3636
Haryana,Other Thefts,2014,3072,76,3148
Haryana,"Unlawful Assembly (Section 143,144 & 145)",2014,0,0,0
Haryana,"Riots (Section 147, 148, 149, 150 & 151 IPC)",2014,6540,261,6801
Haryana,Communal,2014,763,0,763
Haryana,Industrial,2014,0,0,0
Haryana,Political,2014,0,0,0
Haryana,Caste Conflict,2014,181,23,204
Haryana,SC/STs Vs. Non-SCs/STs,2014,0,0,0
Haryana,Other Caste Riots,2014,181,23,204
Haryana,Agrarian,2014,0,0,0
Haryana,Students,2014,0,0,0
Haryana,Sectarian,2014,0,0,0
Haryana,Other Riots,2014,5596,238,5834
Haryana,Criminal Breach of Trust (Section 406 to 409 IPC),2014,547,13,560
Haryana,Cheating (Section 420 IPC),2014,1346,49,1395
Haryana,"Forgery (Section 465, 468 & 471 IPC)",2014,568,15,583
Haryana,"Counterfeiting (Section 231-235,237-240, 242-243, 255 and 489-A to 489-E IPC)",2014,42,1,43
Haryana,"Offences related to Counterfeit Coin (Section 231-235,237, 238-240 & 242-243 IPC)",2014,0,0,0
Haryana,Counterfeiting Government Stamp (Section 255 IPC),2014,0,0,0
Haryana,Counterfeit currency & Bank notes (Section 489-A to 489-E IPC),2014,42,1,43
Haryana,Counterfeiting currency notes or Bank notes (Section 489A IPC),2014,18,1,19
Haryana,Using forged or counterfeit currency/Bank notes (Section 489B IPC),2014,17,0,17
Haryana,Possession of forged or counterfeiting currency / Bank notes (Section 489C IPC),2014,7,0,7
Haryana,Make/Possess materials for forging or counterfeiting currency/Bank notes (Section 489D IPC),2014,0,0,0
Haryana,Make/Use documents resembling currency notes/Bank notes (Section 489 E IPC),2014,0,0,0
Haryana,Arson (Section 435-436 & 438 IPC),2014,178,7,185
Haryana,"Grievous Hurt (Section 325,326,326A & 326 B IPC)",2014,3052,218,3270
Haryana,Grievous Hurt (Section 325 & 326 IPC),2014,3037,217,3254
Haryana,Acid attack (Section 326A IPC),2014,11,1,12
Haryana,Attempt to Acid Attack (Section 326B IPC),2014,4,0,4
Haryana,Dowry Deaths (Section 304-B IPC),2014,443,125,568
Haryana,Assault on women with intent to outrage her Modesty (Section 354 IPC),2014,2062,18,2080
Haryana,Sexual Harassment (Section 354A IPC),2014,698,3,701
Haryana,Assault on women with intent to Disrobe (Section 354B IPC),2014,245,1,246
Haryana,Voyeurism (Section 354C IPC),2014,26,0,26
Haryana,Stalking (Section 354D IPC),2014,300,0,300
Haryana,Others,2014,793,14,807
Haryana,Insult to the Modesty of Women (Section 509 IPC),2014,93,1,94
Haryana,At Office premises,2014,0,0,0
Haryana,Places related to work other than Office,2014,1,0,1
Haryana,In Public Transport system,2014,1,0,1
Haryana,In Other Places,2014,91,1,92
Haryana,Cruelty by Husband or his Relatives (Section 498-A IPC),2014,3402,803,4205
Haryana,Importation of Girls from Foreign Country (Section 366-B IPC),2014,0,0,0
Haryana,Causing Death by Negligence (Section 304-A IPC),2014,3458,3,3461
Haryana,Deaths due to negligent driving/act,2014,3315,1,3316
Haryana,Deaths due to Other Causes,2014,143,2,145
